Business Area,Cost element name,Cost Element Group,Cost Element Sub Group,Value Column Name,Value
"Infrastructure","Retirement Plan Match","Other","Taxes","LE1",
"Infrastructure","Retirement Plan Match","Other","Telecomm","LE1",
"Infrastructure","Retirement Plan Match","Other","Training","LE1",
"Infrastructure","Retirement Plan Match","Other","Travel","LE1",
"Infrastructure","Retirement Plan Match","Other","Vehicles","LE1",
"Infrastructure","Retirement Plan Match","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Retirement Plan Match","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Insurance","Administrative","Administrative","LE1",
"Infrastructure","Insurance","CAPEX","CAPEX","LE1",
"Infrastructure","Insurance","Depr & Amort","Amortization","LE1",
"Infrastructure","Insurance","Depr & Amort","Depreciation","LE1",
"Infrastructure","Insurance","Hardware & Software","Hardware","LE1",
"Infrastructure","Insurance","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Insurance","Hardware & Software","Software","LE1",
"Infrastructure","Insurance","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Insurance","Labor","External Labor","LE1",
"Infrastructure","Insurance","Labor","Internal Labor","LE1","351796.44600000023"
"Infrastructure","Insurance","Other","Employee Performance","LE1",
"Infrastructure","Insurance","Other","Legal","LE1",
"Infrastructure","Insurance","Other","Moving","LE1",
"Infrastructure","Insurance","Other","Other","LE1",
"Infrastructure","Insurance","Other","Project Expenses","LE1",
"Infrastructure","Insurance","Other","Recognition","LE1",
"Infrastructure","Insurance","Other","Severance","LE1",
"Infrastructure","Insurance","Other","Supplies","LE1",
"Infrastructure","Insurance","Other","Taxes","LE1",
"Infrastructure","Insurance","Other","Telecomm","LE1",
"Infrastructure","Insurance","Other","Training","LE1",
"Infrastructure","Insurance","Other","Travel","LE1",
"Infrastructure","Insurance","Other","Vehicles","LE1","570.9150000000002"
"Infrastructure","Insurance","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Insurance","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Property Taxes","Administrative","Administrative","LE1",
"Infrastructure","Property Taxes","CAPEX","CAPEX","LE1",
"Infrastructure","Property Taxes","Depr & Amort","Amortization","LE1",
"Infrastructure","Property Taxes","Depr & Amort","Depreciation","LE1",
"Infrastructure","Property Taxes","Hardware & Software","Hardware","LE1",
"Infrastructure","Property Taxes","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Property Taxes","Hardware & Software","Software","LE1",
"Infrastructure","Property Taxes","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Property Taxes","Labor","External Labor","LE1",
"Infrastructure","Property Taxes","Labor","Internal Labor","LE1",
"Infrastructure","Property Taxes","Other","Employee Performance","LE1",
"Infrastructure","Property Taxes","Other","Legal","LE1",
"Infrastructure","Property Taxes","Other","Moving","LE1",
"Infrastructure","Property Taxes","Other","Other","LE1",
"Infrastructure","Property Taxes","Other","Project Expenses","LE1",
"Infrastructure","Property Taxes","Other","Recognition","LE1",
"Infrastructure","Property Taxes","Other","Severance","LE1",
"Infrastructure","Property Taxes","Other","Supplies","LE1",
"Infrastructure","Property Taxes","Other","Taxes","LE1","334539.72531"
"Infrastructure","Property Taxes","Other","Telecomm","LE1",
"Infrastructure","Property Taxes","Other","Training","LE1",
"Infrastructure","Property Taxes","Other","Travel","LE1",
"Infrastructure","Property Taxes","Other","Vehicles","LE1",
"Infrastructure","Property Taxes","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Property Taxes","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Materials","Administrative","Administrative","LE1",
"Infrastructure","Materials","CAPEX","CAPEX","LE1",
"Infrastructure","Materials","Depr & Amort","Amortization","LE1",
"Infrastructure","Materials","Depr & Amort","Depreciation","LE1",
"Infrastructure","Materials","Hardware & Software","Hardware","LE1",
"Infrastructure","Materials","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Materials","Hardware & Software","Software","LE1",
"Infrastructure","Materials","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Materials","Labor","External Labor","LE1",
"Infrastructure","Materials","Labor","Internal Labor","LE1",
"Infrastructure","Materials","Other","Employee Performance","LE1",
"Infrastructure","Materials","Other","Legal","LE1",
"Infrastructure","Materials","Other","Moving","LE1",
"Infrastructure","Materials","Other","Other","LE1","176.64"
"Infrastructure","Materials","Other","Project Expenses","LE1",
"Infrastructure","Materials","Other","Recognition","LE1",
"Infrastructure","Materials","Other","Severance","LE1",
"Infrastructure","Materials","Other","Supplies","LE1","332861.0879999994"
"Infrastructure","Materials","Other","Taxes","LE1",
"Infrastructure","Materials","Other","Telecomm","LE1",
"Infrastructure","Materials","Other","Training","LE1",
"Infrastructure","Materials","Other","Travel","LE1",
"Infrastructure","Materials","Other","Vehicles","LE1",
"Infrastructure","Materials","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Materials","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Payroll Taxes - Salaries","Administrative","Administrative","LE1",
"Infrastructure","Payroll Taxes - Salaries","CAPEX","CAPEX","LE1",
"Infrastructure","Payroll Taxes - Salaries","Depr & Amort","Amortization","LE1",
"Infrastructure","Payroll Taxes - Salaries","Depr & Amort","Depreciation","LE1",
"Infrastructure","Payroll Taxes - Salaries","Hardware & Software","Hardware","LE1",
"Infrastructure","Payroll Taxes - Salaries","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Payroll Taxes - Salaries","Hardware & Software","Software","LE1",
"Infrastructure","Payroll Taxes - Salaries","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Payroll Taxes - Salaries","Labor","External Labor","LE1",
"Infrastructure","Payroll Taxes - Salaries","Labor","Internal Labor","LE1","315533.52899999963"
"Infrastructure","Payroll Taxes - Salaries","Other","Employee Performance","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Legal","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Moving","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Other","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Project Expenses","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Recognition","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Severance","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Supplies","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Taxes","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Telecomm","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Training","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Travel","LE1",
"Infrastructure","Payroll Taxes - Salaries","Other","Vehicles","LE1",
"Infrastructure","Payroll Taxes - Salaries","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Payroll Taxes - Salaries","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Travel Expense","Administrative","Administrative","LE1",
"Infrastructure","Travel Expense","CAPEX","CAPEX","LE1",
"Infrastructure","Travel Expense","Depr & Amort","Amortization","LE1",
"Infrastructure","Travel Expense","Depr & Amort","Depreciation","LE1",
"Infrastructure","Travel Expense","Hardware & Software","Hardware","LE1",
"Infrastructure","Travel Expense","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Travel Expense","Hardware & Software","Software","LE1",
"Infrastructure","Travel Expense","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Travel Expense","Labor","External Labor","LE1",
"Infrastructure","Travel Expense","Labor","Internal Labor","LE1",
"Infrastructure","Travel Expense","Other","Employee Performance","LE1",
"Infrastructure","Travel Expense","Other","Legal","LE1",
"Infrastructure","Travel Expense","Other","Moving","LE1",
"Infrastructure","Travel Expense","Other","Other","LE1",
"Infrastructure","Travel Expense","Other","Project Expenses","LE1",
"Infrastructure","Travel Expense","Other","Recognition","LE1",
"Infrastructure","Travel Expense","Other","Severance","LE1",
"Infrastructure","Travel Expense","Other","Supplies","LE1",
"Infrastructure","Travel Expense","Other","Taxes","LE1",
"Infrastructure","Travel Expense","Other","Telecomm","LE1",
"Infrastructure","Travel Expense","Other","Training","LE1",
"Infrastructure","Travel Expense","Other","Travel","LE1","312127.97987999953"
"Infrastructure","Travel Expense","Other","Vehicles","LE1",
"Infrastructure","Travel Expense","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Travel Expense","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Retirement Medical","Administrative","Administrative","LE1",
"Infrastructure","Retirement Medical","CAPEX","CAPEX","LE1",
"Infrastructure","Retirement Medical","Depr & Amort","Amortization","LE1",
"Infrastructure","Retirement Medical","Depr & Amort","Depreciation","LE1",
"Infrastructure","Retirement Medical","Hardware & Software","Hardware","LE1",
"Infrastructure","Retirement Medical","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Retirement Medical","Hardware & Software","Software","LE1",
"Infrastructure","Retirement Medical","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Retirement Medical","Labor","External Labor","LE1",
"Infrastructure","Retirement Medical","Labor","Internal Labor","LE1","282402.69899999996"
"Infrastructure","Retirement Medical","Other","Employee Performance","LE1",
"Infrastructure","Retirement Medical","Other","Legal","LE1",
"Infrastructure","Retirement Medical","Other","Moving","LE1",
"Infrastructure","Retirement Medical","Other","Other","LE1",
"Infrastructure","Retirement Medical","Other","Project Expenses","LE1",
"Infrastructure","Retirement Medical","Other","Recognition","LE1",
"Infrastructure","Retirement Medical","Other","Severance","LE1",
"Infrastructure","Retirement Medical","Other","Supplies","LE1",
"Infrastructure","Retirement Medical","Other","Taxes","LE1",
"Infrastructure","Retirement Medical","Other","Telecomm","LE1",
"Infrastructure","Retirement Medical","Other","Training","LE1",
"Infrastructure","Retirement Medical","Other","Travel","LE1",
"Infrastructure","Retirement Medical","Other","Vehicles","LE1",
"Infrastructure","Retirement Medical","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Retirement Medical","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Contractors","Administrative","Administrative","LE1",
"Infrastructure","Contractors","CAPEX","CAPEX","LE1",
"Infrastructure","Contractors","Depr & Amort","Amortization","LE1",
"Infrastructure","Contractors","Depr & Amort","Depreciation","LE1",
"Infrastructure","Contractors","Hardware & Software","Hardware","LE1",
"Infrastructure","Contractors","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Contractors","Hardware & Software","Software","LE1",
"Infrastructure","Contractors","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Contractors","Labor","External Labor","LE1","262495.32"
"Infrastructure","Contractors","Labor","Internal Labor","LE1",
"Infrastructure","Contractors","Other","Employee Performance","LE1",
"Infrastructure","Contractors","Other","Legal","LE1",
"Infrastructure","Contractors","Other","Moving","LE1",
"Infrastructure","Contractors","Other","Other","LE1",
"Infrastructure","Contractors","Other","Project Expenses","LE1",
"Infrastructure","Contractors","Other","Recognition","LE1",
"Infrastructure","Contractors","Other","Severance","LE1",
"Infrastructure","Contractors","Other","Supplies","LE1",
"Infrastructure","Contractors","Other","Taxes","LE1",
"Infrastructure","Contractors","Other","Telecomm","LE1",
"Infrastructure","Contractors","Other","Training","LE1",
"Infrastructure","Contractors","Other","Travel","LE1",
"Infrastructure","Contractors","Other","Vehicles","LE1",
"Infrastructure","Contractors","Shared Services","Inbound Allocations","LE1",
"Infrastructure","Contractors","Shared Services","Outbound Allocations","LE1",
"Infrastructure","Overtime","Administrative","Administrative","LE1",
"Infrastructure","Overtime","CAPEX","CAPEX","LE1",
"Infrastructure","Overtime","Depr & Amort","Amortization","LE1",
"Infrastructure","Overtime","Depr & Amort","Depreciation","LE1",
"Infrastructure","Overtime","Hardware & Software","Hardware","LE1",
"Infrastructure","Overtime","Hardware & Software","Hardware Maintenance","LE1",
"Infrastructure","Overtime","Hardware & Software","Software","LE1",
"Infrastructure","Overtime","Hardware & Software","Software Maintenance","LE1",
"Infrastructure","Overtime","Labor","External Labor","LE1","246151.46399999995"
"Infrastructure","Overtime","Labor","Internal Labor","LE1",
"Infrastructure","Overtime","Other","Employee Performance","LE1",
"Infrastructure","Overtime","Other","Legal","LE1",
"Infrastructure","Overtime","Other","Moving","LE1",
"Infrastructure","Overtime","Other","Other","LE1",
"Infrastructure","Overtime","Other","Project Expenses","LE1",
"Infrastructure","Overtime","Other","Recognition","LE1",
"Infrastructure","Overtime","Other","Severance","LE1",
"Infrastructure","Overtime","Other","Supplies","LE1",
"Infrastructure","Overtime","Other","Taxes","LE1",
"Infrastructure","Overtime","Other","Telecomm","LE1",
"Infrastructure","Overtime","Other","Training","LE1",
"Infrastructure","Overtime","Other","Travel","LE1",
"Infrastructure","Overtime","Other","Vehicles","LE1",
"Infrastructure","Overtime","Shared Services","Inbound Allocations","LE1",
